StudyNo,AgeGroup,PrimeInstruction,ExperimentName,Subject,Procedure,Trial,Both,Neither,Phonological,Semantic,Prime,PrimeCondition,Question.RESP,State.RT,FreeResp,FreeResp.RT,Accuracy,FreeRespPrimeIntrusion,Target,MCCorrect,McResp,McAcc,McRT,a,b,c,d,e,McActualResp,WhichPrime,ToEliminate,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22
2,Young,NoInstruction,tot extended prime,76,ExpProc4,11,corpse,wine,canvas,skeleton,WINE,U,1,1144,carcas,2888,0,0,carcass,e,e,1,2590,wine,corpse,canvas,skeleton,carcass,carcass,0,0,The,complete,remains,of,a,dead,"animal,",especially,at,a,butcher's,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,12,opinionated,flute,obstretrician,persistent,PERSISTENT,R,1,9362,stubborn,2594,0,0,obstinate,a,c,0,5513,obstinate,obstretrician,persistent,opinionated,flute,persistent,R,0,Stubbornly,refusing,to,change,one's,opinion,or,"action,",despite,"reason,","arguments,",or,persuasion,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,13,hematoma,window,homeowner,contusion,CONTUSION,R,2,3853,bleeding,2793,0,0,hemorrhage,b,b,1,4162,homeowner,hemorrhage,hematoma,window,contusion,hemorrhage,0,0,The,escape,of,blood,from,"vessels,",including,internal,and,external,bleeding,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,14,Saigon,thigh,sofa,Tokyo,SAIGON,B,1,1573,Seoul,2014,1,0,Seoul,a,a,1,1137,Seoul,sofa,Tokyo,Saigon,thigh,Seoul,0,0,Capital,of,South,Korea,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,15,Hamilton,disc,handle,Jefferson,HANDLE,P,1,713,Hancock,1624,1,0,Hancock,c,c,1,1625,Jefferson,disc,Hancock,handle,Hamilton,Hancock,0,0,Last,name,of,first,man,to,sign,the,Declaration,of,Independence,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,16,Alps,phone,android,Himalayas,PHONE,U,1,241,Andes,1681,1,0,Andes,d,d,1,2447,Alps,Himalayas,phone,Andes,android,Andes,0,0,South,America's,largest,mountain,range,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,17,disclaim,wrap,difficult,surrender,DIFFICULT,P,2,9800,lame,6569,0,0,default,c,c,1,3282,surrender,wrap,default,difficult,disclaim,default,0,1,To,fail,to,"act,",to,"pay,",or,to,appear,for,judgment,in,court,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,18,Austen,truck,alchemy,Bronte,TRUCK,U,1,1566,Alcott,1713,1,0,Alcott,d,d,1,1710,Austen,Bronte,truck,Alcott,alchemy,Alcott,0,0,Last,name,of,author,of,Little,Women,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,19,otolaryngology,bank,ornate,herpetology,HERPETOLOGY,R,1,2146,aviology,8993,0,0,ornithology,e,b,0,5334,bank,otolaryngology,ornate,herpetology,ornithology,otolaryngology,B,0,Branch,of,zoology,dealing,with,birds,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,20,Osborne,cashew,osmosis,Booth,BOOTH,R,2,1679,0,1326,0,0,Oswald,a,d,0,4376,Oswald,osmosis,Booth,Osborne,cashew,Osborne,B,0,Last,name,of,JFK's,assassin,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,21,demonize,rhino,denizen,belittle,DENIZEN,P,3,8615,denounce,10857,0,0,denigrate,b,e,0,4342,denizen,denigrate,demonize,rhino,belittle,belittle,R,1,To,criticize,unfairly;,to,attack,the,reputation,of,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,22,presumptuous,work,pretending,gaudy,PRESUMPTUOUS,B,3,6574,pompous,4270,0,0,pretentious,e,d,0,6644,work,presumptuous,pretending,gaudy,pretentious,gaudy,R,1,Attempting,to,impress,by,affecting,greater,importance,or,talent,than,is,actually,possesssed,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,23,Pilsen,coin,prawn,Belgrade,PILSEN,B,1,3388,Czech,1864,0,0,Prague,a,a,1,3592,Prague,prawn,Belgrade,Pilsen,coin,Prague,0,0,Capital,of,Czechoslovakia,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,24,Sardinia,watch,sizzle,Corsica,SARDINIA,B,1,402,Scicily,2932,0,0,Sicily,e,e,1,2344,watch,Sardinia,sizzle,Corsica,Sicily,Sicily,0,0,The,largest,Mediterranean,island;,the,Italian,island,known,for,its,archaelogical,sites,and,major,cities,such,as,Palermo,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,25,Donne,tennis,dawn,Homer,DAWN,P,1,716,Dante,1427,1,0,Dante,e,e,1,1698,tennis,Donne,dawn,Homer,Dante,Dante,0,0,Italian,poet,known,for,writing,"The	Inferno",,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,26,Mendel,plunge,manila,Ghandi,GHANDI,R,1,396,Mandela,2061,1,0,Mandela,a,a,1,1471,Mandela,manila,Ghandi,Mendel,plunge,Mandela,0,0,Last,name,of,South,African,imprisoned,for,27,years,before,becoming,president,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,27,Robertson,vowel,robbery,Ashe,ROBERTSON,B,1,477,Robinson,2260,1,0,Robinson,c,c,1,2880,Ashe,vowel,Robinson,robbery,Robertson,Robinson,0,0,Last,name,of,first,African,American,Major,League,Baseball,player,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,28,Shelley,cave,ship,Wilde,SHELLEY,B,2,8625,Huxley,2619,0,0,Shaw,a,a,1,1457,Shaw,ship,Wilde,Shelley,cave,Shaw,0,1,Last,name,of,Irish,author,well,known,for,Pygmalion,and,Man,and,Superman,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,29,obvious,milk,osteoporosis,flashy,FLASHY,R,3,11246,flashy,2942,0,1,ostentatious,e,d,0,2994,milk,obvious,osteoporosis,flashy,ostentatious,flashy,R,0,Characterized,by,vulgar,or,conspicuous,display,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,30,Bangalore,cap,banister,Laos,CAP,U,1,1070,Bangkok,2362,1,0,Bangkok,e,e,1,1729,cap,Bangalore,banister,Laos,Bangkok,Bangkok,0,0,Capital,of,Thailand,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,31,allotment,screen,allergen,distribution,SCREEN,U,1,9690,section,4239,0,0,allocation,a,a,1,1414,allocation,allergen,distribution,allotment,screen,allocation,0,1,Portion,set,aside,for,a,specific,purpose,or,to,particular,persons,or,things,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,32,Cordoba,mint,caravan,Bogota,MINT,U,1,672,Caracas,1897,1,0,Caracas,d,d,1,1848,Cordoba,Bogota,mint,Caracas,caravan,Caracas,0,0,Capital,of,Venezuela,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,33,algorithm,cat,abscess,slide rule,CAT,U,1,321,Abacus,2679,1,0,abacus,c,c,1,2754,slide rule,cat,abacus,abscess,algorithm,abacus,0,0,Instrument,for,performing,calculations,by,sliding,beads,along,rods,or,grooves,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,34,iniquitous,key,injured,thoughtless,THOUGHTLESS,R,1,4589,foolishness,4520,0,0,injudicious,a,c,0,5293,injudicious,injured,thoughtless,iniquitous,key,thoughtless,R,1,Showing,poor,judgment;,unwise,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,35,Driscoll,chew,deed,Gable,DEED,P,1,787,Dean,1408,1,0,Dean,b,b,1,2712,deed,Dean,Driscoll,chew,Gable,Dean,0,0,Last,name,of,American,actor,known,for,his,role,in,Rebel,Without,A,Cause,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,36,litigate,uncle,label,perjury,PERJURY,R,1,3517,slander,1565,0,0,libel,c,c,1,2839,perjury,uncle,libel,label,litigate,libel,0,0,The,illegal,act,of,writing,untrue,things,about,someone,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,37,Dubai,print,darken,Rwanda,DARKEN,P,1,1012,Darfur,1897,1,0,Darfur,e,e,1,1936,print,Dubai,darken,Rwanda,Darfur,Darfur,0,0,Region,in,Sudan,where,guerilla,conflict,and,possibly,genocide,began,in,2003,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,38,Solo,volt,skyscraper,Kenobi,SOLO,B,1,1899,Skywalker,4698,1,0,Skywalker,b,b,1,2385,skyscraper,Skywalker,Solo,volt,Kenobi,Skywalker,0,0,Last,name,of,Leia's,brother,and,Darth,Vader's,son,in,Star,Wars,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,39,bland,judge,banter,ordinary,JUDGE,U,1,8794,plain,1149,0,0,banal,d,b,0,6046,bland,ordinary,judge,banal,banter,ordinary,R,0,Obvious,or,trite;,commonplace,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,40,Namibia,bump,narrate,Tripoli,TRIPOLI,R,1,2594,Nairobi,2577,1,0,Nairobi,b,b,1,3233,narrate,Nairobi,Namibia,bump,Tripoli,Nairobi,0,0,Capital,of,Kenya,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,41,epitaph,crack,elephant,nickname,ELEPHANT,P,1,1044,quirk,3984,0,0,epithet,d,d,1,7032,epitaph,nickname,crack,epithet,elephant,epithet,0,0,An,adjective,or,phrase,expressing,a,quality,regarded,as,characteristic,of,the,person,or,thing,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,42,heave,shade,hot,dredge,DREDGE,R,3,7787,hoist,1161,1,0,hoist,b,b,1,1345,hot,hoist,heave,shade,dredge,hoist,0,0,To,raise,into,position,by,means,of,a,pulley,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,43,befuddle,glass,boardwalk,stupefy,GLASS,U,1,2374,fluster,2140,0,0,bewilder,d,b,0,4723,befuddle,stupefy,glass,bewilder,boardwalk,stupefy,R,0,To,cause,someone,to,become,perplexed,and,confused,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,44,Garner,water,garnish,Ball,GARNISH,P,1,281,Garland,1743,1,0,Garland,b,b,1,1547,garnish,Garland,Garner,water,Ball,Garland,0,0,Last,name,of,actress,who,played,Dorothy,in,Wizard,of,Oz,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,45,diffidence,alarm,decadence,yielding,DECADENCE,P,1,6280,subservience,2745,0,0,deference,d,b,0,6316,diffidence,yielding,alarm,deference,decadence,yielding,R,0,Humble,submission,and,respect,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,46,Quinn,lawn,quake,Mondale,QUINN,B,2,11174,,1185,0,0,Quayle,c,c,1,4848,Mondale,lawn,Quayle,quake,Quinn,Quayle,0,0,Last,name,of,vice,president,of,George,H.W.,Bush,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,47,camoflauge,bagel,camelback,gecko,BAGEL,U,1,217,chameleon,4313,1,0,chameleon,a,a,1,1158,chameleon,camelback,gecko,camoflauge,bagel,chameleon,0,0,A,small,lizard,with,skin,that,changes,color,to,match,its,surroundings,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,48,epidemiology,night,emblematic,neonatology,EMBLEMATIC,P,3,5545,embryonics,3196,0,0,embryology,d,d,1,6678,epidemiology,neonatology,night,embryology,emblematic,embryology,0,0,The,study,of,the,developing,fetus,before,birth,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,49,presentation,wake,propogate,recommendation,PRESENTATION,B,1,3914,suggestion,2956,0,0,proposition,b,e,0,5535,propogate,proposition,presentation,wake,recommendation,recommendation,R,0,Something,offered,for,consideration,or,acceptance,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,50,Reeves,sweat,reverend,Adams,REEVES,B,1,946,Revere,5209,1,0,Revere,d,d,1,1736,Reeves,Adams,sweat,Revere,reverend,Revere,0,0,Last,name,of,American,revolutionary,known,for,his,midnight,ride,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,51,Clark,length,clap,Frazier,LENGTH,U,2,1894,,413,0,0,Clay,e,b,0,4335,length,Clark,clap,Frazier,Clay,Clark,B,0,Original,last,name,of,Muhammad,Ali,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,52,Cunningham,point,cummerbund,Browning,CUMMERBUND,P,1,3433,ts,716,0,0,Cummings,d,d,1,5251,Cunningham,Browning,point,Cummings,cummerbund,Cummings,0,0,20th,century,American,poet,whose,trademark,was,using,only,lowercase,letters,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,53,initiate,brush,instantiate,provoke,PROVOKE,R,1,3075,incite,1314,0,0,instigate,e,e,1,7525,brush,initiate,instantiate,provoke,instigate,instigate,0,1,To,goad,or,push,forward;,to,incite,someone,to,do,"something,",especially,something,bad,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,54,delete,egg,depth,consume,DEPTH,P,1,779,deplete,2368,1,0,deplete,a,a,1,991,deplete,depth,consume,delete,egg,deplete,0,0,To,empty,of,a,principal,substance;,to,exhaust,the,abundance,of,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,55,premature,hunt,precursor,advanced,PREMATURE,B,1,842,prodigy,1829,0,0,precocious,c,a,0,5334,advanced,hunt,precocious,precursor,premature,advanced,R,0,Having,developed,certain,abilities,or,proclivities,at,an,earlier,age,than,usual,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,56,Norderstedt,image,neurosurgery,Berlin,BERLIN,R,1,763,Nuremburg,3977,0,0,Nuremberg,c,c,1,2018,Berlin,image,Nuremberg,neurosurgery,Norderstedt,Nuremberg,0,0,German,city,for,which,antisemitic,laws,were,named,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,57,commitment,freeze,convenient,protocol,CONVENIENT,P,1,307,covenant,2224,1,0,covenant,d,d,1,1836,commitment,protocol,freeze,covenant,convenient,covenant,0,0,A,promise,between,God,and,humans,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,58,Yosemite,gate,yesterday,Glacier,YOSEMITE,B,1,616,Yellowstone,2971,1,0,Yellowstone,a,a,1,1277,Yellowstone,yesterday,Glacier,Yosemite,gate,Yellowstone,0,0,National,park,in,which,Old,Faithful,is,located,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,59,abnormality,view,anaerobic,misplacement,VIEW,U,1,7792,anachronism,3143,1,0,anachronism,d,d,1,3195,abnormality,misplacement,view,anachronism,anaerobic,anachronism,0,0,Something,out,of,keeping,with,the,time,in,which,it,exists,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,60,reiterate,shell,recalculate,outline,REITERATE,B,1,6241,review,1380,0,0,recapitulate,c,e,0,5852,outline,shell,recapitulate,recalculate,reiterate,reiterate,B,0,Summarize,and,state,again,the,main,points,of,something,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,61,Carlisle,lock,carwash,Edison,LOCK,U,2,1086,,177,0,0,Carver,b,e,0,7627,carwash,Carver,Carlisle,lock,Edison,Edison,R,0,Last,name,of,man,credited,with,inventing,peanut,butter,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,62,Wilson,ball,wattage,Doyle,WILSON,B,1,931,Watson,1483,1,0,Watson,e,e,1,1928,ball,Wilson,wattage,Doyle,Watson,Watson,0,0,Last,name,of,Sherlock,Holmes',assistant,and,friend,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,63,mash,king,mice,cleave,CLEAVE,R,1,3135,dice,1548,0,0,mince,b,b,1,3103,mice,mince,mash,king,cleave,mince,0,0,To,cut,or,chop,food,into,very,small,pieces,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,64,literate,candle,locket,verbose,VERBOSE,R,1,1314,loquacious,4333,1,0,loquacious,e,e,1,3378,candle,literate,locket,verbose,loquacious,loquacious,0,0,Tending,to,talk,much,or,freely;,chatty,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,65,Heinola,shop,handkerchief,Oslo,HANDKERCHIEF,P,1,761,Helsinki,3086,1,0,Helsinki,b,b,1,1868,handkerchief,Helsinki,Heinola,shop,Oslo,Helsinki,0,0,Capital,of,Finland,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,66,advantageous,bottle,austere,favorable,BOTTLE,U,1,5278,prediction,2924,0,0,auspicious,e,d,0,3008,bottle,advantageous,austere,favorable,auspicious,favorable,R,1,Showing,or,suggesting,that,future,success,is,likely,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,67,promiscuous,gem,polygon,marriage,PROMISCUOUS,B,1,335,polygamy,2019,1,0,polygamy,b,b,1,3814,polygon,polygamy,promiscuous,gem,marriage,polygamy,0,0,The,practice,of,having,more,than,one,spouse,at,the,same,time,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,68,feverish,duck,forever,devout,FOREVER,P,1,1913,fervorous,2528,0,0,fervent,e,d,0,3081,duck,feverish,forever,devout,fervent,devout,R,0,Having,or,displaying,a,passionate,intensity,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,69,Christie,air,careless,Rowling,AIR,U,1,948,Carroll,1843,1,0,Carroll,c,c,1,2308,Rowling,air,Carroll,careless,Christie,Carroll,0,0,Last,name,of,author,of,Alice,in,Wonderland,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,70,Tennyson,hum,thorny,Emerson,TENNYSON,B,1,3500,Thoreau,4652,1,0,Thoreau,a,a,1,1517,Thoreau,thorny,Emerson,Tennyson,hum,Thoreau,0,0,Last,name,of,American,transcendentalist,known,for,Walden,and,Civil,Disobedience,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,71,neutralize,plain,numbing,invalidate,INVALIDATE,R,3,0,void,2654,0,0,nullify,a,c,0,4427,nullify,numbing,invalidate,neutralize,plain,invalidate,R,1,Make,of,no,use,or,value;,cancel,out,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,72,Clayborn,knock,commence,Sawyer,KNOCK,U,2,1243,,168,0,0,Clemens,e,e,1,2442,knock,Clayborn,commence,Sawyer,Clemens,Clemens,0,0,Original,last,name,of,Mark,Twain,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,73,O'Donnell,train,okra,Ginsburg,GINSBURG,R,3,4536,Ginsberg,3917,0,0,O'Connor,d,d,1,6503,O'Donnell,Ginsburg,train,O'Connor,okra,O'Connor,0,0,Last,name,of,first,female,US,Supreme,Court,justice,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,74,Hyde,igloo,hall,Salomon,HALL,P,2,6186,Washington,2415,0,0,Hale,c,a,0,12804,Salomon,igloo,Hale,hall,Hyde,Salomon,R,0,Last,name,of,man,known,for,saying,"I	only	regret	that	I	have	but	one	life	to	give	for	my	country",,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,75,advance,plank,adverb,condone,PLANK,U,2,5793,argue,5939,0,0,advocate,e,e,1,2736,plank,advance,adverb,condone,advocate,advocate,0,0,To,plead,the,cause,of,another;,to,support,or,promote,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,76,introduce,yellow,implement,mention,MENTION,R,1,9002,interjection,4135,0,0,interject,c,c,1,2922,mention,yellow,interject,implement,introduce,interject,0,0,To,say,something,"abruptly,",especially,as,an,aside,or,interruption,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,77,Gerhardt,happy,gestalt,Bernstein,GESTALT,P,1,310,Gershwin,2546,1,0,Gershwin,d,d,1,1964,Gerhardt,Bernstein,happy,Gershwin,gestalt,Gershwin,0,0,Last,name,of,American,composer,most,known,for,Rhapsody,in,Blue,and,An,American,in,Paris,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,78,twitch,weak,tip,jerk,TWITCH,B,1,768,twitch,1357,0,1,tic,d,a,0,1575,twitch,jerk,weak,tic,tip,twitch,B,0,A,habitual,spastic,motion,of,particular,"muscles,",especially,in,the,face,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,79,minimal,leash,meander,sparse,SPARSE,R,1,4628,bland,2053,0,0,meager,b,e,0,4031,meander,meager,minimal,leash,sparse,sparse,R,0,Lacking,desirable,"qualities,",as,in,richness,or,strength,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,80,typhoon,grow,turmeric,hurricane,TYPHOON,B,1,2267,tsunami,2029,1,0,tsunami,a,a,1,1296,tsunami,turmeric,hurricane,typhoon,grow,tsunami,0,0,The,proper,name,for,a,"tidal	wave",,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,81,forest,kick,folding,vegetation,FOLDING,P,2,3712,bush,857,0,0,foliage,c,c,1,5748,vegetation,kick,foliage,folding,forest,foliage,0,0,A,cluster,of,"leaves,","buds,",or,branches,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,82,gelding,beard,goblin,puppy,GOBLIN,P,2,1931,goose,1104,0,0,gosling,a,a,1,4883,gosling,goblin,puppy,gelding,beard,gosling,0,0,A,young,goose,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,83,Sundsvall,cleat,stockbroker,Copenhagen,SUNDSVALL,B,1,1415,Stockholm,2982,1,0,Stockholm,e,e,1,2648,cleat,Sundsvall,stockbroker,Copenhagen,Stockholm,Stockholm,0,0,Capital,of,Sweden,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,84,erratic,wrestle,ecstatic,bizarre,ECSTATIC,P,1,930,unorthodox,3986,0,0,eccentric,c,c,1,4234,bizarre,wrestle,eccentric,ecstatic,erratic,eccentric,0,0,Unconventional,and,slightly,strange;,deviating,from,an,established,or,usual,pattern,or,style,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,85,Ontario,jump,otter,Toronto,ONTARIO,B,1,764,Ottawa,1641,1,0,Ottawa,a,a,1,1305,Ottawa,otter,Toronto,Ontario,jump,Ottawa,0,0,Capital,of,Canada,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,86,Lindell,cash,linoleum,Earhart,EARHART,R,4,10044,,11085,0,0,Lindbergh,b,b,1,2954,linoleum,Lindbergh,Lindell,cash,Earhart,Lindbergh,0,0,Last,name,of,first,person,to,fly,solo,nonstop,across,Atlantic,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,87,frivolous,pawn,facilitate,sarcastic,FACILITATE,P,1,3459,inappropriate,5277,0,0,facetious,b,e,0,3569,facilitate,facetious,frivolous,pawn,sarcastic,sarcastic,R,1,Treating,serious,issues,with,deliberately,inappropiate,humor,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,88,bargain,light,bark,tariff,LIGHT,U,1,262,barter,1861,1,0,barter,b,b,1,1797,bark,barter,bargain,light,tariff,barter,0,0,To,trade,by,exchanging,goods,for,other,goods,rather,than,money,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,89,placebo,hype,panda,remedy,PLACEBO,B,1,3724,penicilin,2262,0,0,panacea,e,e,1,2232,hype,placebo,panda,remedy,panacea,panacea,0,0,A,medicine,which,can,cure,any,illness,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,90,compatible,head,cognizant,matching,COGNIZANT,P,2,4233,,464,0,0,congruent,b,c,0,4656,cognizant,congruent,compatible,head,matching,compatible,B,0,Identical,in,form;,coinciding,exactly,when,superimposed,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,91,terse,debt,tassle,withdrawn,TERSE,B,1,786,terse,1463,0,1,taciturn,b,c,0,1869,tassle,taciturn,terse,debt,withdrawn,terse,B,1,Saying,"little,","reserved,",uncommunicative,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,92,Cairo,banner,castle,Rabat,BANNER,U,1,274,Casablanca,2576,1,0,Casablanca,d,d,1,1128,Cairo,Rabat,banner,Casablanca,castle,Casablanca,0,0,Capital,of,Morocco,and,famous,movie,title,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,93,applause,wood,acclimate,testimonial,WOOD,U,2,5675,,457,0,0,accolade,d,a,0,7010,applause,testimonial,wood,accolade,acclimate,applause,B,0,A,ceremonial,embrace;,an,award,or,expression,of,praise,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,94,avoid,dove,absolve,refuse,DOVE,U,2,5348,selfdepricate,3381,0,0,abstain,b,b,1,3753,absolve,abstain,avoid,dove,refuse,abstain,0,0,To,refrain,deliberately,and,often,with,an,effort,of,self-denial,from,an,action,or,practice,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,95,Melville,bunch,miracle,Albee,ALBEE,R,1,3788,Miller,1315,1,0,Miller,d,d,1,1511,Melville,Albee,bunch,Miller,miracle,Miller,0,0,Last,name,of,the,author,of,The,Crucible,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,96,fortunate,lapse,forsee,haphazard,FORSEE,P,1,312,coincidence,2725,0,0,fortuitous,d,b,0,3776,fortunate,haphazard,lapse,fortuitous,forsee,haphazard,R,0,Happening,by,a,lucky,chance,or,by,accident,rather,than,by,design,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,97,opaque,lazy,obstruct,esoteric,ESOTERIC,R,2,2965,mysterious,3520,0,0,obscure,a,d,0,6440,obscure,obstruct,esoteric,opaque,lazy,opaque,B,0,Not,readily,understood,or,clearly,expressed,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,98,Bolivar,plug,baklava,Franco,PLUG,U,2,236,,164,0,0,Batista,a,a,1,5286,Batista,baklava,Franco,Bolivar,plug,Batista,0,0,Cuban,president,overthrown,by,Castro,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,76,ExpProc4,99,Walker,neck,wake,Kent,WALKER,B,4,8200,Wayne,6016,1,0,Wayne,a,a,1,1203,Wayne,wake,Kent,Walker,neck,Wayne,0,0,Last,name,of,Batman's,secret,identity,,,,,,,,,,,,,,,,
